nom,longitude,latitude,fonctionnel,secteur,type,materiel,nombe_place,toiture,image,date_creation,zone,trame_verte,aire_repos,limite,date_collecte,agent_collecteur,info_modifier_le,geometry
Reposoir 113,1.214453,6.174972,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302426.96068707074 682877.6605214871)
Reposoir 114,1.214367,6.174931,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302417.4075263074 682873.1282201685)
Reposoir 115,1.214463,6.174833,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:21,GOMADO koffi Eustache ,2024-11-01 23:42:21,POINT (302428.02687637554 682862.2253549952)
Reposoir 116,1.214467,6.174877,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302428.55364001775 682867.1440466165)
Reposoir 117,1.214495,6.174904,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302431.6374281021 682870.1231415761)
Reposoir 118,1.214411,6.174814,True,Campus Sud,Banc,Béton,2.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302422.2918436137 682860.1554093335)
Reposoir 119,1.214478,6.174791,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302429.7016697107 682857.6299661681)
Reposoir 120,1.214524,6.174832,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302434.78853390674 682862.1484901238)
Reposoir 121,1.214543,6.174898,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302436.9148935099 682869.4252747046)
Reposoir 122,1.214669,6.174904,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302450.9154836568 682869.9954629588)
Reposoir 123,1.214722,6.17483,True,Campus Sud,Table banc,Béton,4.0,True,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,GOMADO koffi Eustache ,2024-11-01 23:42:22,POINT (302456.7578460687 682861.8204577188)
Rep1 124,1.214638,6.175753,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302447.7952553026 682963.9838250983)
Rep2 125,1.214603,6.175985,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302444.00715365703 682989.6181517318)
Rep3 126,1.21465,6.176043,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302449.1941471575 682996.0522452922)
Rep4 127,1.214628,6.176112,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302446.8212886022 683003.6176599297)
Rep5 128,1.214628,6.17608,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302446.8095439547 683000.1154629787)
Rep6 129,1.214563,6.176182,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302439.6526457914 683011.3834864086)
Rep7 130,1.214622,6.176193,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302446.11366954225 683012.6521161818)
Rep8 131,1.214585,6.176285,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302442.0891738657 683022.8036656104)
Rep9 132,1.214497,6.176325,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302432.3267288683 683027.2602844882)
Rep10 133,1.214483,6.176282,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302430.83483932924 683022.4727537733)
Rep11 134,1.214515,6.176307,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302434.34917574195 683025.2258908253)
Rep12 135,1.214585,6.176358,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302442.1163736489 683030.914016694)
Rep13 136,1.214483,6.176328,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302430.8521492228 683027.6338865587)
Rep14 137,1.214468,6.1763,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302429.1813464588 683024.5059101187)
Rep15 138,1.21447,6.176278,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302429.35778670246 683022.1090511603)
Rep16 139,1.214398,6.176323,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:22,Kawe 93678775,2024-11-01 23:42:22,POINT (302421.44196685706 683027.1124634268)
Rep17 140,1.21444,6.176327,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302426.05512872245 683027.4656472654)
Rep18 141,1.214423,6.176372,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302424.2270509461 683032.4486414118)
Rep19 142,1.214503,6.176393,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302433.08998346684 683034.8151825782)
Rep20 143,1.21452,6.176395,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302434.9353715036 683034.993321593)
Rep21 144,1.21451,6.176417,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302433.8365463578 683037.3932740748)
Rep22 145,1.214467,6.176482,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302429.06425594515 683044.5980817069)
Rep23 146,1.21442,6.176497,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302423.9044653472 683046.2743422479)
Rep23 147,1.214495,6.176368,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302432.1583253356 683032.0533836227)
Rep24 148,1.214485,6.17634,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302431.0409537208 683028.923551037)
Rep25 149,1.214443,6.176397,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302426.45004840894 683035.206109158)
Rep26 150,1.214433,6.176403,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302425.3456594236 683035.9471263101)
Rep27 151,1.214302,6.176383,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302410.7645575281 683033.7840945759)
Rep28 152,1.214397,6.176365,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302421.2729459497 683031.7212366674)
Rep29 153,1.214392,6.176397,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302420.7312616834 683035.2252903552)
Rep30 154,1.214477,6.176343,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302430.119805131 683029.295296984)
Rep31 155,1.214417,6.17634,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302423.477396413 683028.9489190135)
Rep32 156,1.21433,6.176442,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302413.9223062303 683040.2249918121)
Reposoir 2057,1.211621,6.174421,True,Campus Sud,Banc,Bois,2.0,,,,Espace administratif et pédagogique 2,,,limite UL,2024-11-01 23:43:41,AWUDI Koffi Fabrice,2024-11-01 23:43:41,POINT (302113.3078951422 682817.7750122445)
Rep33 157,1.21433,6.176442,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302413.9223062303 683040.2249918121)
Rep34 158,1.214372,6.176467,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302418.5435047447 683042.974415158)
Rep34 159,1.214282,6.176437,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302408.5706187384 683039.6899581905)
Rep35 160,1.214328,6.1764,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302413.72237235116 683035.6174559225)
Rep35 161,1.214308,6.176418,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302411.515449451 683037.6524693961)
Rep36 162,1.214302,6.176392,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302410.7676489367 683034.7057255227)
Rep37 163,1.214292,6.176478,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302409.6929379838 683044.2944001738)
Rep38 164,1.214313,6.176562,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302412.12205319235 683053.5026652734)
Rep39 165,1.214313,6.176562,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302412.12205319235 683053.5026652734)
Rep40 166,1.214313,6.176562,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:23,Kawe 93678775,2024-11-01 23:42:23,POINT (302412.12205319235 683053.5026652734)
Rep40 167,1.214313,6.176562,True,Campus Sud,Table banc,Béton,4.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:24,Kawe 93678775,2024-11-01 23:42:24,POINT (302412.12205319235 683053.5026652734)
Rep41 168,1.214313,6.176562,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:24,Kawe 93678775,2024-11-01 23:42:24,POINT (302412.12205319235 683053.5026652734)
Rep41 169,1.214288,6.17642,True,Campus Sud,Banc,Béton,2.0,,,,Sciences et Technologies,,,limite UL,2024-11-01 23:42:24,Kawe 93678775,2024-11-01 23:42:24,POINT (302409.3023437958 683037.8442210883)
Reposoir  170,1.218159,6.172465,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302836.2438067992 682598.9630794578)
Reposoir  171,1.218067,6.172512,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302826.04751905403 682604.1838256372)
Reposoir  172,1.218024,6.172531,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302821.3395094635 682606.3661643217)
Reposoir  173,1.218117,6.172689,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302831.73146864097 682623.742642309)
Reposoir  174,1.218249,6.172626,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302846.2559772803 682616.802777392)
Reposoir  175,1.218252,6.172727,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302846.64204371866 682627.9839187606)
Reposoir  176,1.217925,6.172582,True,Campus Sud,Banc,Béton,2.0,True,,,Grandes aires de stationnement 2,,,limite UL,2024-11-01 23:42:24,ALFA-GANI Cissé Bilal ,2024-11-01 23:42:24,POINT (302810.43098755763 682611.9953864053)
Reposoir 177,1.211424,6.185767,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302095.75336249184 684072.6443902074)
Reposoir 178,1.211475,6.18579,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302101.379983302 684075.2122684418)
Reposoir 179,1.211525,6.185815,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302106.8964451796 684077.9158701475)
Reposoir 180,1.211603,6.185852,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302115.5737948761 684082.0085441538)
Reposoir 181,1.211578,6.185894,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302112.8671632933 684086.6157622475)
Reposoir 182,1.211553,6.185943,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302110.04649166827 684092.080777003)
Reposoir 183,1.211527,6.185987,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302107.2145054241 684096.8875914101)
Reposoir 184,1.211507,6.186022,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302105.0424384812 684100.8631021696)
Reposoir 185,1.211489,6.186059,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302103.08409826475 684104.9325365014)
Reposoir 186,1.211468,6.186097,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302100.74686550733 684109.0904661302)
Reposoir 187,1.211446,6.186137,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302098.3232311009 684113.5881411862)
Reposoir 188,1.211412,6.186199,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302094.53783252905 684120.379320974)
Reposoir 189,1.211379,6.186268,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302090.97955722257 684128.0712828535)
Reposoir 190,1.211346,6.186338,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:24,AWUDI Koffi Fabrice,2024-11-01 23:42:24,POINT (302087.3139106318 684135.8050565517)
Reposoir 191,1.211323,6.18639,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302084.75709147897 684141.6231975604)
Reposoir 192,1.211361,6.186408,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302089.0506217271 684143.59901361)
Reposoir 193,1.211384,6.186357,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302091.5418814145 684137.9300557041)
Reposoir 194,1.211419,6.186286,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302095.3804587549 684130.0052870845)
Reposoir 195,1.211452,6.186214,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302098.96248170827 684122.0567708181)
Reposoir 196,1.211487,6.18616,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302102.9004119939 684116.1335933893)
Reposoir 197,1.211507,6.186117,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302104.99831488857 684111.3597340999)
Reposoir 198,1.211526,6.186078,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302107.15609377384 684107.0571717661)
Reposoir 199,1.211546,6.186042,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302109.3647165636 684103.0439435517)
Reposoir 200,1.211564,6.186005,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302111.2749731479 684098.8995964063)
Reposoir 201,1.211585,6.18596,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302113.672103148 684093.8864264169)
Reposoir 202,1.211598,6.185931,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302115.0056345003 684090.7246359993)
Reposoir 203,1.21165,6.185876,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302120.7910160309 684084.5708957819)
Reposoir 204,1.211695,6.185897,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302125.7562958681 684086.8759997253)
Reposoir 205,1.211738,6.185917,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302130.5542257441 684089.0739563087)
Reposoir 206,1.211786,6.185936,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302135.9138643342 684091.179524713)
Reposoir 207,1.211853,6.185971,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302143.32693857676 684095.0965473286)
Reposoir 208,1.211828,6.186036,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302140.5332328923 684102.2915946261)
Reposoir 209,1.21181,6.186084,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302138.5769318256 684107.5497857619)
Reposoir 210,1.211797,6.186121,True,Campus Nord,Banc,Béton,2.0,True,,,Aires sportives 2,,,limite UL,2024-11-01 23:42:25,AWUDI Koffi Fabrice,2024-11-01 23:42:25,POINT (302137.129441501 684111.6060173765)
